Delta_TP9,Delta_AF7,Delta_AF8,Delta_TP10,Theta_TP9,Theta_AF7,Theta_AF8,Theta_TP10,Alpha_TP9,Alpha_AF7,Alpha_AF8,Alpha_TP10,Beta_TP9,Beta_AF7,Beta_AF8,Beta_TP10,Gamma_TP9,Gamma_AF7,Gamma_AF8,Gamma_TP10,Output
0.6491461,0.6912158,0.27169845,0.74467987,0.22691071,0.23648179,0.07030289,0.34013435,0.78948516,0.33284435,0.2667521,0.14476106,0.5051669,0.1328993,0.10947374,0.3876339,-0.049947694,-0.25657958,-0.38779765,0.060500946,Doctor
0.588896,0.24746321,0.24179122,0.74467987,0.24003644,0.0062393793,-0.04608896,0.34013435,0.78948516,0.3155338,0.27123836,0.14476106,0.4095335,0.22093308,0.109113224,0.3876339,-0.09445216,-0.3387179,-0.2895192,0.060500946,Doctor
0.44961488,0.033942413,-0.09147136,0.38291436,0.16297461,0.014661807,-0.22407396,-0.20981349,0.564486,0.16031459,0.11262373,0.32588324,0.33758146,0.2785614,-0.021586137,0.36198983,-0.09453314,-0.37304324,-0.26577228,-0.018308898,Doctor
0.3742433,0.0048669023,-0.20658275,0.17060854,0.16790365,0.048826404,-0.37698346,-0.006832574,0.7334592,0.24010143,-0.020093054,0.40613064,0.16901058,0.30224144,-0.17458387,0.28557658,-0.104199,-0.3587321,-0.35086504,-0.0985665,Doctor
0.33198795,-0.086033516,-0.09811149,0.22262035,0.10996346,-0.039478995,-0.22080897,0.1269267,0.7693315,0.21189117,0.11559783,0.7180247,0.14538805,0.15477455,-0.1676921,0.3740192,-0.18271771,-0.27375317,-0.41358536,-0.1260962,Doctor
0.50892216,-0.09985249,-0.0037465226,0.17646314,0.035977066,-0.07279116,-0.27378342,0.1690417,0.7449622,0.22005382,0.11559783,0.70878184,0.1607611,0.04190526,-0.13994968,0.4262394,-0.22780344,-0.2383535,-0.33082926,-0.1313754,Doctor
0.5850961,0.22624597,-0.050046768,0.28833053,0.10183952,0.0003215614,-0.29736465,0.014987039,0.6840479,0.2105493,0.12889239,0.7060332,0.20964655,0.01308471,-0.09616604,0.50230193,-0.2744966,-0.25676802,-0.26556045,-0.0026028908,Doctor
0.6104977,0.2144768,-0.16701104,0.31085873,0.23903133,0.111102395,-0.3450156,-0.20325194,0.6082197,0.2560761,0.062208436,0.46775338,0.22698608,0.14684957,-0.04577839,0.5149394,-0.23053363,-0.26578048,-0.32544038,0.031647786,Doctor
0.5921488,0.25028688,-0.2210931,0.43011376,0.3146874,0.041476518,-0.07170434,-0.13666895,0.4709066,0.33995536,0.17224799,0.3852243,0.15287906,0.2956033,-0.09714279,0.43671736,-0.18512356,-0.35797927,-0.34695202,0.05028437,Doctor
0.550857,0.061679717,0.013247468,0.4371268,0.3262633,0.016058587,0.020331575,-0.053103607,0.6835278,0.4250476,0.13384566,0.39027876,0.1823442,0.31526554,-0.14318477,0.35096416,-0.14859614,-0.3913733,-0.3704719,-0.09358068,Doctor
0.5217532,0.32333612,-0.013596021,0.36527726,0.31530908,-0.06808548,0.00028286997,0.109783165,0.789547,0.35228997,0.17677905,0.646053,0.19084102,0.27597797,-0.17035109,0.28334776,-0.052554317,-0.51406103,-0.3305517,-0.050756462,Doctor
0.47983193,0.41581354,0.05502672,0.3804638,0.40769616,0.12303724,-0.19872206,0.13833255,0.8880843,0.406233,0.11250655,0.646053,0.25897884,0.233542,-0.072023354,0.3673164,-0.067366675,-0.39076462,-0.3755613,-0.0056186183,Doctor
0.42500907,0.814369,0.6949602,0.43617612,0.42633805,0.31160966,-0.112115525,0.2592864,0.8659827,0.25386304,0.3525289,0.6393819,0.20254998,0.22908626,-0.076963924,0.37397122,-0.027747903,-0.37433463,-0.33342358,0.09457532,Doctor
0.55915874,0.7641174,0.7928049,0.59158885,0.5148185,0.340334,0.0822203,0.26919398,0.6352195,0.25386304,0.38946098,0.49104184,0.25754,0.17616943,-0.033680726,0.40069088,-0.11556225,-0.34959146,-0.38458163,0.12312744,Doctor
0.55915874,0.69545686,0.7490033,0.6437117,0.5148185,0.22877528,0.038101185,0.38977438,0.6352195,0.19612965,0.37208104,0.7634309,0.25754,0.17814475,-0.09717157,0.18942367,-0.11556225,-0.30979356,-0.4077273,-0.13914213,Doctor
0.36981648,0.10807508,0.22223863,0.49699727,-0.043301594,0.013508306,-0.12281188,0.31769112,0.45114142,0.18725531,0.30005336,0.7687549,0.19335172,0.2130712,-0.07153416,0.1846556,-0.07478103,-0.24793151,-0.42721868,-0.04107177,Doctor
0.44293055,0.08536409,0.120876566,0.6402048,0.04391485,0.0782594,-0.23287387,0.39894238,0.52249163,0.23322026,0.12674055,0.79364103,0.23660642,0.24213079,-0.07542588,0.25351876,-0.12507837,-0.21392012,-0.24361238,0.06748138,Doctor
0.401939,0.081859164,0.52046,0.8521994,0.17432952,0.15403174,-0.13703309,0.43095917,0.5201641,0.293143,0.08618425,0.6930232,0.24387231,0.2897557,0.045362312,0.3268635,-0.077881135,-0.21623471,-0.07761739,0.18252629,Doctor
